,k,rhoa,r
245,-76.79448708775051,1.0,-0.013021768071155071
246,-113.09733552923261,1.0,-0.00884194128288307
247,-158.82496193148398,1.0,-0.006296239506932123
248,-215.0245638457016,1.0,-0.00465063145398395
249,-282.74333882308133,1.0,-0.0035367765131532306
250,-363.0284844148207,1.0,-0.0027546047842828027
251,-456.92719817211463,1.0,-0.00218853244893363
252,-565.4866776461632,1.0,-0.0017683882565766135
253,-689.7541203881602,1.0,-0.001449791991727789
254,-830.7767239493037,1.0,-0.00120369284691349
255,-989.6016858807833,1.0,-0.0010105075751866387
256,-1167.2762037338007,1.0,-0.0008566952678391546
257,-1364.8474750595656,1.0,-0.0007326826024690834
258,-1583.3626974092565,1.0,-0.0006315672344916479
259,-1823.86906833408,1.0,-0.000548284971417054
260,-2087.4137853852153,1.0,-0.0004790617016144013
261,-2375.044046113875,1.0,-0.00042104482299443365
262,-2687.807048071285,1.0,-0.000372050516318714
263,-3026.7499888085767,1.0,-0.00033038738042372347
264,-3392.9200658769864,1.0,-0.00029473137609610164
265,-3787.3644768276736,1.0,-0.00026403585029070344
266,-4211.130419211901,1.0,-0.000237465929679553
267,-4665.265090580819,1.0,-0.00021435009170625745
268,-5150.815688485627,1.0,-0.00019414400756669406
269,-5668.829410477594,1.0,-0.00017640326204766688
270,-6220.353454107875,1.0,-0.00016076256877969007
271,-6806.435016927535,1.0,-0.00014691978950992848
272,-7428.121296487948,1.0,-0.00013462354208900774
273,-8086.459490339976,1.0,-0.00012366351444591944
274,-8782.496796035577,1.0,-0.00011386283687019395
275,-9517.28041112493,1.0,-0.00010507203284996006
276,-10291.857533160337,1.0,-9.716418992179038e-05
277,-11107.275359691725,1.0,-9.003108031596999e-05
278,-11964.581088271543,1.0,-8.358002613064863e-05
279,-12864.821916449962,1.0,-7.773135193743508e-05
280,-13809.045041779282,1.0,-7.241630373240864e-05
281,-14798.297661809585,1.0,-6.757534027584337e-05
282,-15833.626974093131,1.0,-6.315672344916253e-05
283,-16916.080176179392,1.0,-5.9115349985640504e-05
284,-18046.704465621136,1.0,-5.541177902619251e-05
285,-19226.547039968704,1.0,-5.201141931107915e-05
286,-20456.65509677482,1.0,-4.8883847103511034e-05
287,-21738.075833590116,1.0,-4.600223164438408e-05
288,-23071.856447964212,1.0,-4.3342849425895974e-05
289,-24459.044137448964,1.0,-4.0884672122935145e-05
290,-25900.68609959503,1.0,-3.860901584439632e-05
291,-27397.829531956027,1.0,-3.64992416218091e-05
292,-28951.521632081847,1.0,-3.454049886248041e-05
293,-30562.8095975234,1.0,-3.2719504952876885e-05
294,-29.05720339740102,1.0,-0.03441487421633437
295,-18.743791580333117,1.0,-0.05335099868743994
296,-10.440376310059019,1.0,-0.09578198814888762
297,2.5132741228718345,1.0,0.3978873577297384
298,-15.70796326794897,1.0,-0.06366197723675812
299,-4.886921905584123,1.0,-0.204627783975294
300,-13.962634015954636,1.0,-0.0716197243913529
301,-28.274333882308145,1.0,-0.03536776513153229
302,-48.869219055841214,1.0,-0.020462778397529406
303,-76.79448708775051,1.0,-0.013021768071155071
304,-113.09733552923261,1.0,-0.00884194128288307
305,-158.82496193148398,1.0,-0.006296239506932123
306,-215.0245638457016,1.0,-0.00465063145398395
307,-282.74333882308133,1.0,-0.0035367765131532306
308,-363.0284844148207,1.0,-0.0027546047842828027
309,-456.92719817211463,1.0,-0.00218853244893363
310,-565.4866776461632,1.0,-0.0017683882565766135
311,-689.7541203881602,1.0,-0.001449791991727789
312,-830.7767239493037,1.0,-0.00120369284691349
313,-989.6016858807833,1.0,-0.0010105075751866387
314,-1167.2762037338007,1.0,-0.0008566952678391546
315,-1364.8474750595656,1.0,-0.0007326826024690834
316,-1583.3626974092565,1.0,-0.0006315672344916479
317,-1823.86906833408,1.0,-0.000548284971417054
318,-2087.4137853852153,1.0,-0.0004790617016144013
319,-2375.044046113875,1.0,-0.00042104482299443365
320,-2687.807048071285,1.0,-0.000372050516318714
321,-3026.7499888085767,1.0,-0.00033038738042372347
322,-3392.9200658769864,1.0,-0.00029473137609610164
323,-3787.3644768276736,1.0,-0.00026403585029070344
324,-4211.130419211901,1.0,-0.000237465929679553
325,-4665.265090580819,1.0,-0.00021435009170625745
326,-5150.815688485627,1.0,-0.00019414400756669406
327,-5668.829410477594,1.0,-0.00017640326204766688
328,-6220.353454107875,1.0,-0.00016076256877969007
329,-6806.435016927535,1.0,-0.00014691978950992848
330,-7428.121296487948,1.0,-0.00013462354208900774
331,-8086.459490339976,1.0,-0.00012366351444591944
332,-8782.496796035577,1.0,-0.00011386283687019395
333,-9517.28041112493,1.0,-0.00010507203284996006
334,-10291.857533160337,1.0,-9.716418992179038e-05
335,-11107.275359691725,1.0,-9.003108031596999e-05
336,-11964.581088271543,1.0,-8.358002613064863e-05
337,-12864.821916449962,1.0,-7.773135193743508e-05
338,-13809.045041779282,1.0,-7.241630373240864e-05
339,-14798.297661809585,1.0,-6.757534027584337e-05
340,-15833.626974093131,1.0,-6.315672344916253e-05
341,-16916.080176179392,1.0,-5.9115349985640504e-05
342,-18046.704465621136,1.0,-5.541177902619251e-05
343,-19226.547039968704,1.0,-5.201141931107915e-05
344,-20456.65509677482,1.0,-4.8883847103511034e-05
345,-21738.075833590116,1.0,-4.600223164438408e-05
346,-23071.856447964212,1.0,-4.3342849425895974e-05
347,-24459.044137448964,1.0,-4.0884672122935145e-05
348,-25900.68609959503,1.0,-3.860901584439632e-05
349,-27397.829531956027,1.0,-3.64992416218091e-05
350,-28951.521632081847,1.0,-3.454049886248041e-05
351,-41.33088207382316,1.0,-0.024194983262487594
352,-29.05720339740102,1.0,-0.03441487421633437
353,-18.743791580333117,1.0,-0.05335099868743994
354,2.5132741228718345,1.0,0.3978873577297384
355,-15.70796326794897,1.0,-0.06366197723675812
356,-4.886921905584123,1.0,-0.204627783975294
357,-13.962634015954636,1.0,-0.0716197243913529
358,-28.274333882308145,1.0,-0.03536776513153229
359,-48.869219055841214,1.0,-0.020462778397529406
360,-76.79448708775051,1.0,-0.013021768071155071
361,-113.09733552923261,1.0,-0.00884194128288307
362,-158.82496193148398,1.0,-0.006296239506932123
363,-215.0245638457016,1.0,-0.00465063145398395
364,-282.74333882308133,1.0,-0.0035367765131532306
365,-363.0284844148207,1.0,-0.0027546047842828027
366,-456.92719817211463,1.0,-0.00218853244893363
367,-565.4866776461632,1.0,-0.0017683882565766135
368,-689.7541203881602,1.0,-0.001449791991727789
369,-830.7767239493037,1.0,-0.00120369284691349
370,-989.6016858807833,1.0,-0.0010105075751866387
371,-1167.2762037338007,1.0,-0.0008566952678391546
372,-1364.8474750595656,1.0,-0.0007326826024690834
373,-1583.3626974092565,1.0,-0.0006315672344916479
374,-1823.86906833408,1.0,-0.000548284971417054
375,-2087.4137853852153,1.0,-0.0004790617016144013
376,-2375.044046113875,1.0,-0.00042104482299443365
377,-2687.807048071285,1.0,-0.000372050516318714
378,-3026.7499888085767,1.0,-0.00033038738042372347
379,-3392.9200658769864,1.0,-0.00029473137609610164
380,-3787.3644768276736,1.0,-0.00026403585029070344
381,-4211.130419211901,1.0,-0.000237465929679553
382,-4665.265090580819,1.0,-0.00021435009170625745
383,-5150.815688485627,1.0,-0.00019414400756669406
384,-5668.829410477594,1.0,-0.00017640326204766688
385,-6220.353454107875,1.0,-0.00016076256877969007
386,-6806.435016927535,1.0,-0.00014691978950992848
387,-7428.121296487948,1.0,-0.00013462354208900774
388,-8086.459490339976,1.0,-0.00012366351444591944
389,-8782.496796035577,1.0,-0.00011386283687019395
390,-9517.28041112493,1.0,-0.00010507203284996006
391,-10291.857533160337,1.0,-9.716418992179038e-05
392,-11107.275359691725,1.0,-9.003108031596999e-05
393,-11964.581088271543,1.0,-8.358002613064863e-05
394,-12864.821916449962,1.0,-7.773135193743508e-05
395,-13809.045041779282,1.0,-7.241630373240864e-05
396,-14798.297661809585,1.0,-6.757534027584337e-05
397,-15833.626974093131,1.0,-6.315672344916253e-05
398,-16916.080176179392,1.0,-5.9115349985640504e-05
399,-18046.704465621136,1.0,-5.541177902619251e-05
400,-19226.547039968704,1.0,-5.201141931107915e-05
401,-20456.65509677482,1.0,-4.8883847103511034e-05
402,-21738.075833590116,1.0,-4.600223164438408e-05
403,-23071.856447964212,1.0,-4.3342849425895974e-05
404,-24459.044137448964,1.0,-4.0884672122935145e-05
405,-25900.68609959503,1.0,-3.860901584439632e-05
406,-27397.829531956027,1.0,-3.64992416218091e-05
407,-55.5007514779693,1.0,-0.018017774054770126
408,-41.33088207382316,1.0,-0.024194983262487594
409,-29.05720339740102,1.0,-0.03441487421633437
410,2.5132741228718345,1.0,0.3978873577297384
411,-15.70796326794897,1.0,-0.06366197723675812
412,-4.886921905584123,1.0,-0.204627783975294
413,-13.962634015954636,1.0,-0.0716197243913529
414,-28.274333882308145,1.0,-0.03536776513153229
415,-48.869219055841214,1.0,-0.020462778397529406
416,-76.79448708775051,1.0,-0.013021768071155071
417,-113.09733552923261,1.0,-0.00884194128288307
418,-158.82496193148398,1.0,-0.006296239506932123
419,-215.0245638457016,1.0,-0.00465063145398395
420,-282.74333882308133,1.0,-0.0035367765131532306
421,-363.0284844148207,1.0,-0.0027546047842828027
422,-456.92719817211463,1.0,-0.00218853244893363
423,-565.4866776461632,1.0,-0.0017683882565766135
424,-689.7541203881602,1.0,-0.001449791991727789
425,-830.7767239493037,1.0,-0.00120369284691349
426,-989.6016858807833,1.0,-0.0010105075751866387
427,-1167.2762037338007,1.0,-0.0008566952678391546
428,-1364.8474750595656,1.0,-0.0007326826024690834
429,-1583.3626974092565,1.0,-0.0006315672344916479
430,-1823.86906833408,1.0,-0.000548284971417054
431,-2087.4137853852153,1.0,-0.0004790617016144013
432,-2375.044046113875,1.0,-0.00042104482299443365
433,-2687.807048071285,1.0,-0.000372050516318714
434,-3026.7499888085767,1.0,-0.00033038738042372347
435,-3392.9200658769864,1.0,-0.00029473137609610164
436,-3787.3644768276736,1.0,-0.00026403585029070344
437,-4211.130419211901,1.0,-0.000237465929679553
438,-4665.265090580819,1.0,-0.00021435009170625745
439,-5150.815688485627,1.0,-0.00019414400756669406
440,-5668.829410477594,1.0,-0.00017640326204766688
441,-6220.353454107875,1.0,-0.00016076256877969007
442,-6806.435016927535,1.0,-0.00014691978950992848
443,-7428.121296487948,1.0,-0.00013462354208900774
444,-8086.459490339976,1.0,-0.00012366351444591944
445,-8782.496796035577,1.0,-0.00011386283687019395
446,-9517.28041112493,1.0,-0.00010507203284996006
447,-10291.857533160337,1.0,-9.716418992179038e-05
448,-11107.275359691725,1.0,-9.003108031596999e-05
449,-11964.581088271543,1.0,-8.358002613064863e-05
450,-12864.821916449962,1.0,-7.773135193743508e-05
451,-13809.045041779282,1.0,-7.241630373240864e-05
452,-14798.297661809585,1.0,-6.757534027584337e-05
453,-15833.626974093131,1.0,-6.315672344916253e-05
454,-16916.080176179392,1.0,-5.9115349985640504e-05
455,-18046.704465621136,1.0,-5.541177902619251e-05
456,-19226.547039968704,1.0,-5.201141931107915e-05
457,-20456.65509677482,1.0,-4.8883847103511034e-05
458,-21738.075833590116,1.0,-4.600223164438408e-05
459,-23071.856447964212,1.0,-4.3342849425895974e-05
460,-24459.044137448964,1.0,-4.0884672122935145e-05
461,-25900.68609959503,1.0,-3.860901584439632e-05
462,-71.4868073369972,1.0,-0.013988595060426781
463,-55.5007514779693,1.0,-0.018017774054770126
464,-41.33088207382316,1.0,-0.024194983262487594
465,2.5132741228718345,1.0,0.3978873577297384
466,-15.70796326794897,1.0,-0.06366197723675812
467,-4.886921905584123,1.0,-0.204627783975294
468,-13.962634015954636,1.0,-0.0716197243913529
469,-28.274333882308145,1.0,-0.03536776513153229
470,-48.869219055841214,1.0,-0.020462778397529406
471,-76.79448708775051,1.0,-0.013021768071155071
472,-113.09733552923261,1.0,-0.00884194128288307
473,-158.82496193148398,1.0,-0.006296239506932123
474,-215.0245638457016,1.0,-0.00465063145398395
475,-282.74333882308133,1.0,-0.0035367765131532306
476,-363.0284844148207,1.0,-0.0027546047842828027
477,-456.92719817211463,1.0,-0.00218853244893363
478,-565.4866776461632,1.0,-0.0017683882565766135
479,-689.7541203881602,1.0,-0.001449791991727789
480,-830.7767239493037,1.0,-0.00120369284691349
481,-989.6016858807833,1.0,-0.0010105075751866387
482,-1167.2762037338007,1.0,-0.0008566952678391546
483,-1364.8474750595656,1.0,-0.0007326826024690834
484,-1583.3626974092565,1.0,-0.0006315672344916479
485,-1823.86906833408,1.0,-0.000548284971417054
486,-2087.4137853852153,1.0,-0.0004790617016144013
487,-2375.044046113875,1.0,-0.00042104482299443365
488,-2687.807048071285,1.0,-0.000372050516318714
489,-3026.7499888085767,1.0,-0.00033038738042372347
490,-3392.9200658769864,1.0,-0.00029473137609610164
491,-3787.3644768276736,1.0,-0.00026403585029070344
492,-4211.130419211901,1.0,-0.000237465929679553
493,-4665.265090580819,1.0,-0.00021435009170625745
494,-5150.815688485627,1.0,-0.00019414400756669406
495,-5668.829410477594,1.0,-0.00017640326204766688
496,-6220.353454107875,1.0,-0.00016076256877969007
497,-6806.435016927535,1.0,-0.00014691978950992848
498,-7428.121296487948,1.0,-0.00013462354208900774
499,-8086.459490339976,1.0,-0.00012366351444591944
500,-8782.496796035577,1.0,-0.00011386283687019395
501,-9517.28041112493,1.0,-0.00010507203284996006
502,-10291.857533160337,1.0,-9.716418992179038e-05
503,-11107.275359691725,1.0,-9.003108031596999e-05
504,-11964.581088271543,1.0,-8.358002613064863e-05
505,-12864.821916449962,1.0,-7.773135193743508e-05
506,-13809.045041779282,1.0,-7.241630373240864e-05
507,-14798.297661809585,1.0,-6.757534027584337e-05
508,-15833.626974093131,1.0,-6.315672344916253e-05
509,-16916.080176179392,1.0,-5.9115349985640504e-05
510,-18046.704465621136,1.0,-5.541177902619251e-05
511,-19226.547039968704,1.0,-5.201141931107915e-05
512,-20456.65509677482,1.0,-4.8883847103511034e-05
513,-21738.075833590116,1.0,-4.600223164438408e-05
514,-23071.856447964212,1.0,-4.3342849425895974e-05
515,-24459.044137448964,1.0,-4.0884672122935145e-05
516,-89.19155184041145,1.0,-0.011211824207176917
517,-71.4868073369972,1.0,-0.013988595060426781
518,-55.5007514779693,1.0,-0.018017774054770126
519,2.5132741228718345,1.0,0.3978873577297384
520,-15.70796326794897,1.0,-0.06366197723675812
521,-4.886921905584123,1.0,-0.204627783975294
522,-13.962634015954636,1.0,-0.0716197243913529
523,-28.274333882308145,1.0,-0.03536776513153229
524,-48.869219055841214,1.0,-0.020462778397529406
525,-76.79448708775051,1.0,-0.013021768071155071
526,-113.09733552923261,1.0,-0.00884194128288307
527,-158.82496193148398,1.0,-0.006296239506932123
528,-215.0245638457016,1.0,-0.00465063145398395
529,-282.74333882308133,1.0,-0.0035367765131532306
530,-363.0284844148207,1.0,-0.0027546047842828027
531,-456.92719817211463,1.0,-0.00218853244893363
532,-565.4866776461632,1.0,-0.0017683882565766135
533,-689.7541203881602,1.0,-0.001449791991727789
534,-830.7767239493037,1.0,-0.00120369284691349
535,-989.6016858807833,1.0,-0.0010105075751866387
536,-1167.2762037338007,1.0,-0.0008566952678391546
537,-1364.8474750595656,1.0,-0.0007326826024690834
538,-1583.3626974092565,1.0,-0.0006315672344916479
539,-1823.86906833408,1.0,-0.000548284971417054
540,-2087.4137853852153,1.0,-0.0004790617016144013
541,-2375.044046113875,1.0,-0.00042104482299443365
542,-2687.807048071285,1.0,-0.000372050516318714
543,-3026.7499888085767,1.0,-0.00033038738042372347
544,-3392.9200658769864,1.0,-0.00029473137609610164
545,-3787.3644768276736,1.0,-0.00026403585029070344
546,-4211.130419211901,1.0,-0.000237465929679553
547,-4665.265090580819,1.0,-0.00021435009170625745
548,-5150.815688485627,1.0,-0.00019414400756669406
549,-5668.829410477594,1.0,-0.00017640326204766688
550,-6220.353454107875,1.0,-0.00016076256877969007
551,-6806.435016927535,1.0,-0.00014691978950992848
552,-7428.121296487948,1.0,-0.00013462354208900774
553,-8086.459490339976,1.0,-0.00012366351444591944
554,-8782.496796035577,1.0,-0.00011386283687019395
555,-9517.28041112493,1.0,-0.00010507203284996006
556,-10291.857533160337,1.0,-9.716418992179038e-05
557,-11107.275359691725,1.0,-9.003108031596999e-05
558,-11964.581088271543,1.0,-8.358002613064863e-05
559,-12864.821916449962,1.0,-7.773135193743508e-05
560,-13809.045041779282,1.0,-7.241630373240864e-05
