meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.12583, 4.00667, 4.51085,,0.731883, 224.000,0.107258,2020-04-10 15:12:17,64,1, 1.11484, 1.97314,,,True,True,True,True,True,True,True
2,1,13,3,6,0.474650, 9.16298, 4.34921,,0.308560, 224.000,0.0899338,2020-04-10 15:12:17,129,1,0.474653,0.00122405,,,True,True,True,True,True,True,True
3,1,13,4,7,0.344186, 14.1372, 4.86581,,0.223748, 224.000,0.0800453,2020-04-10 15:12:18,196,1,0.343318,0.505557,,,True,True,True,True,True,True,True
4,1,13,5,8,0.291418, 17.2480, 5.02636,,0.189445, 224.000,0.0732140,2020-04-10 15:12:18,266,1,0.291328,0.0617267,,,True,True,True,True,True,True,True
5,1,13,6,9,0.230966, 17.2480, 3.98369,,0.150146, 224.000,0.0843178,2020-04-10 15:12:18,339,1,0.231176,0.181822,,,True,True,True,True,True,True,True
6,1,13,7,10,0.429129, 14.1372, 6.06667,,0.278968, 224.000,0.0574259,2020-04-10 15:12:18,415,1,0.429814,0.318539,,,True,True,True,True,True,True,True
7,1,13,8,11,0.774127, 9.16298, 7.09331,,0.503244, 224.000,0.0636669,2020-04-10 15:12:18,494,1,0.773547,0.149844,,,True,True,True,True,True,True,True
8,1,13,9,12, 2.82265, 4.00667, 11.3094,, 1.83495, 224.000,0.0698548,2020-04-10 15:12:18,576,1, 2.82648,0.271107,,,True,True,True,True,True,True,True
9,1,23,2,7, 1.22831, 3.70377, 4.54939,,0.776344, 252.000,0.127366,2020-04-10 15:12:20,65,1, 1.21685, 1.88361,,,True,True,True,True,True,True,True
10,1,23,3,8,0.523440, 8.40426, 4.39913,,0.330836, 252.000,0.153520,2020-04-10 15:12:20,131,1,0.523652,0.0805988,,,True,True,True,True,True,True,True
11,1,23,4,9,0.343516, 13.8317, 4.75141,,0.217116, 252.000,0.156460,2020-04-10 15:12:20,199,1,0.342873,0.374986,,,True,True,True,True,True,True,True
12,1,23,5,10,0.238774, 19.6035, 4.68082,,0.150915, 252.000,0.154391,2020-04-10 15:12:20,270,1,0.238800,0.0215959,,,True,True,True,True,True,True,True
13,1,23,6,11,0.170805, 25.2317, 4.30970,,0.107956, 252.000,0.142743,2020-04-10 15:12:20,344,1,0.171038,0.272402,,,True,True,True,True,True,True,True
14,1,23,7,12,0.144391, 30.1593, 4.35473,,0.0912610, 252.000,0.149681,2020-04-10 15:12:20,421,1,0.144521,0.179557,,,True,True,True,True,True,True,True
15,1,23,8,13,0.113302, 33.8325, 3.83328,,0.0716113, 252.000,0.146625,2020-04-10 15:12:20,501,1,0.113251,0.0892557,,,True,True,True,True,True,True,True
16,1,23,9,14,0.123739, 35.7978, 4.42958,,0.0782082, 252.000,0.166479,2020-04-10 15:12:20,584,1,0.123617,0.197381,,,True,True,True,True,True,True,True
17,1,23,10,15,0.102508, 35.7978, 3.66957,,0.0642132, 252.000,0.102315,2020-04-10 15:12:23,630,1,0.102285,0.437155,,,True,True,True,True,True,True,True
18,1,23,11,16,0.120890, 33.8325, 4.09001,,0.0757279, 252.000,0.0672143,2020-04-10 15:12:23,678,1,0.120767,0.204289,,,True,True,True,True,True,True,True
19,1,23,12,17,0.134900, 30.1593, 4.06850,,0.0845042, 252.000,0.104255,2020-04-10 15:12:23,728,1,0.134394,0.753561,,,True,True,True,True,True,True,True
20,1,23,13,18,0.179792, 25.2317, 4.53646,,0.112625, 252.000,0.0975801,2020-04-10 15:12:23,779,1,0.179797,0.00491166,,,True,True,True,True,True,True,True
21,1,23,14,19,0.231253, 19.6035, 4.53337,,0.144861, 252.000,0.0907075,2020-04-10 15:12:23,831,1,0.230926,0.282502,,,True,True,True,True,True,True,True
22,1,23,15,20,0.326994, 13.8317, 4.52287,,0.204836, 252.000,0.0907558,2020-04-10 15:12:23,884,1,0.326463,0.325525,,,True,True,True,True,True,True,True
23,1,23,16,21,0.721000, 8.40426, 6.05947,,0.451649, 252.000,0.0901806,2020-04-10 15:12:23,938,1,0.718156,0.792219,,,True,True,True,True,True,True,True
24,1,23,17,22, 1.70946, 3.70377, 6.33146,, 1.07084, 252.000,0.0982032,2020-04-10 15:12:23,993,1, 1.69564, 1.63050,,,True,True,True,True,True,True,True
25,1,57,4,16,0.413784, 11.5420, 4.77587,,0.260029, 255.000,0.225359,2020-04-10 15:12:26,210,1,0.413316,0.226453,,,True,True,True,True,True,True,True
26,1,57,5,17,0.281701, 16.2550, 4.57904,,0.177026, 255.000,0.219573,2020-04-10 15:12:26,282,1,0.281856,0.110357,,,True,True,True,True,True,True,True
27,1,57,6,18,0.202546, 21.3409, 4.32252,,0.127283, 255.000,0.225560,2020-04-10 15:12:26,357,1,0.202737,0.188118,,,True,True,True,True,True,True,True
28,1,57,7,19,0.161786, 26.7536, 4.32835,,0.101669, 255.000,0.223176,2020-04-10 15:12:26,435,1,0.161970,0.228144,,,True,True,True,True,True,True,True
29,1,57,8,20,0.121729, 32.4396, 3.94882,,0.0764963, 255.000,0.226547,2020-04-10 15:12:26,516,1,0.121758,0.0479772,,,True,True,True,True,True,True,True
30,1,57,9,21,0.114501, 38.3381, 4.38974,,0.0719543, 255.000,0.222919,2020-04-10 15:12:26,600,1,0.114675,0.304466,,,True,True,True,True,True,True,True
