meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,4,2,5, 3.85275, 2.51327, 9.68301,, 1.58367, 352.000,0.226298,2019-12-18 11:27:10,62,1, 3.84409,0.450275,,,True,True,True,True,True,True,True
2,1,4,3,6,-0.953980,-15.7080, 14.9851,,-0.392132, 352.000,-0.197867,2019-12-18 11:27:10,123,1,-0.954403,0.0884922,,,True,True,True,True,True,True,True
3,1,4,5,8,-1.90899,-4.88692, 9.32907,,-0.784686, 352.000,-0.161466,2019-12-18 11:27:10,245,1,-1.90428,0.494055,,,True,True,True,True,True,True,True
4,1,4,6,9,-0.542555,-13.9626, 7.57550,,-0.223016, 352.000,-0.173933,2019-12-18 11:27:10,306,1,-0.541977,0.213184,,,True,True,True,True,True,True,True
5,1,4,7,10,-0.224591,-28.2743, 6.35015,,-0.0923176, 352.000,-0.191729,2019-12-18 11:27:10,367,1,-0.224563,0.0248149,,,True,True,True,True,True,True,True
6,1,4,8,11,-0.119884,-48.8692, 5.85866,,-0.0492783, 352.000,-0.196638,2019-12-18 11:27:10,428,1,-0.119826,0.0968693,,,True,True,True,True,True,True,True
7,1,4,9,12,-0.0709357,-76.7945, 5.44747,,-0.0291580, 352.000,-0.165992,2019-12-18 11:27:10,489,1,-0.0708701,0.185039,,,True,True,True,True,True,True,True
8,1,4,10,13,-0.0448789,-113.097, 5.07568,,-0.0184474, 352.000,-0.106790,2019-12-18 11:27:10,550,1,-0.0448109,0.303393,,,True,True,True,True,True,True,True
9,1,4,11,14,-0.0296313,-158.825, 4.70619,,-0.0120637, 322.000,-0.536320,2019-12-18 11:27:12,611,1,-0.0296287,0.0172468,,,True,True,True,True,True,True,True
10,1,4,12,15,-0.0206378,-215.025, 4.43764,,-0.00840220, 322.000,-0.428459,2019-12-18 11:27:12,672,1,-0.0206613,0.227401,,,True,True,True,True,True,True,True
11,1,4,13,16,-0.0145247,-282.743, 4.10675,,-0.00591340, 322.000,-0.461663,2019-12-18 11:27:12,733,1,-0.0145610,0.498600,,,True,True,True,True,True,True,True
12,1,4,14,17,-0.0112019,-363.028, 4.06662,,-0.00456060, 322.000,-0.664386,2019-12-18 11:27:13,794,1,-0.0112181,0.287643,,,True,True,True,True,True,True,True
13,1,4,15,18,-0.00899246,-456.927, 4.10890,,-0.00366110, 322.000,-0.639152,2019-12-18 11:27:13,855,1,-0.00902675,0.759775,,,True,True,True,True,True,True,True
14,1,4,16,19,-0.00703920,-565.487, 3.98057,,-0.00286580, 322.000,-1.13755,2019-12-18 11:27:13,916,1,-0.00701850,0.589870,,,True,True,True,True,True,True,True
15,1,4,17,20,-0.00540574,-689.754, 3.72863,,-0.00220080, 322.000,-1.44039,2019-12-18 11:27:13,977,1,-0.00540696,0.0452195,,,True,True,True,True,True,True,True
16,1,4,18,21,-0.00442711,-830.777, 3.67794,,-0.00180240, 322.000,-1.54794,2019-12-18 11:27:13,1038,1,-0.00441040,0.757709,,,True,True,True,True,True,True,True
17,1,4,19,22,-0.00358161,-989.602, 3.54437,,-0.00145090, 322.000,-0.716796,2019-12-18 11:27:16,1099,1,-0.00358596,0.242278,,,True,True,True,True,True,True,True
