meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 1.95322, 4.00667, 7.82592,, 1.68009, 170.000,0.447589,2020-03-24 14:00:01,64,1, 1.95033,0.297296,,,True,True,True,True,True,True,True
2,1,13,3,6,0.732757, 9.16298, 6.71424,,0.630290, 170.000,0.444811,2020-03-24 14:00:01,129,1,0.731829,0.253581,,,True,True,True,True,True,True,True
3,1,13,4,7,0.448275, 14.1372, 6.33734,,0.385590, 170.000,0.443036,2020-03-24 14:00:01,196,1,0.448305,0.0131854,,,True,True,True,True,True,True,True
4,1,13,5,8,0.314778, 17.2480, 5.42928,,0.270761, 170.000,0.442753,2020-03-24 14:00:01,266,1,0.314718,0.0385202,,,True,True,True,True,True,True,True
5,1,13,6,9,0.295033, 17.2480, 5.08872,,0.253777, 170.000,0.442515,2020-03-24 14:00:01,339,1,0.295103,0.0476314,,,True,True,True,True,True,True,True
6,1,13,7,10,0.393615, 14.1372, 5.56460,,0.338573, 170.000,0.443125,2020-03-24 14:00:01,415,1,0.393712,0.0493132,,,True,True,True,True,True,True,True
7,1,13,8,11,0.733135, 9.16298, 6.71770,,0.630615, 170.000,0.441252,2020-03-24 14:00:01,494,1,0.732456,0.185262,,,True,True,True,True,True,True,True
8,1,13,9,12, 2.09003, 4.00667, 8.37404,, 1.79776, 170.000,0.440281,2020-03-24 14:00:01,576,1, 2.08326,0.649278,,,True,True,True,True,True,True,True
9,1,23,2,7, 2.08501, 3.70377, 7.72241,, 1.84714, 153.000,0.0844442,2020-03-24 14:00:04,65,1, 2.08196,0.293696,,,True,True,True,True,True,True,True
10,1,23,3,8,0.790245, 8.40426, 6.64142,,0.700087, 153.000,0.0751050,2020-03-24 14:00:04,131,1,0.789327,0.232370,,,True,True,True,True,True,True,True
11,1,23,4,9,0.444161, 13.8317, 6.14349,,0.393487, 153.000,0.0845008,2020-03-24 14:00:04,199,1,0.444088,0.0327574,,,True,True,True,True,True,True,True
12,1,23,5,10,0.270558, 19.6035, 5.30389,,0.239690, 153.000,0.0693395,2020-03-24 14:00:04,270,1,0.270529,0.0214240,,,True,True,True,True,True,True,True
13,1,23,6,11,0.194103, 25.2317, 4.89755,,0.171958, 153.000,0.0936275,2020-03-24 14:00:04,344,1,0.194176,0.0749578,,,True,True,True,True,True,True,True
14,1,23,7,12,0.148994, 30.1593, 4.49355,,0.131995, 153.000,0.0832606,2020-03-24 14:00:04,421,1,0.148987,0.00850407,,,True,True,True,True,True,True,True
15,1,23,8,13,0.132087, 33.8325, 4.46883,,0.117017, 153.000,0.0869959,2020-03-24 14:00:04,501,1,0.132117,0.0463845,,,True,True,True,True,True,True,True
16,1,23,9,14,0.125519, 35.7978, 4.49328,,0.111198, 153.000,0.0747314,2020-03-24 14:00:04,584,1,0.125505,0.0222589,,,True,True,True,True,True,True,True
17,1,23,10,15,0.121386, 35.7978, 4.34533,,0.117356, 156.000,0.168632,2020-03-24 14:00:07,630,1,0.121348,0.0625311,,,True,True,True,True,True,True,True
18,1,23,11,16,0.131982, 33.8325, 4.46529,,0.127601, 156.000,0.166143,2020-03-24 14:00:07,678,1,0.131999,0.0260532,,,True,True,True,True,True,True,True
19,1,23,12,17,0.155744, 30.1593, 4.69713,,0.150574, 156.000,0.173403,2020-03-24 14:00:07,728,1,0.155659,0.109090,,,True,True,True,True,True,True,True
20,1,23,13,18,0.197492, 25.2317, 4.98307,,0.190937, 156.000,0.173880,2020-03-24 14:00:07,779,1,0.197398,0.0957553,,,True,True,True,True,True,True,True
21,1,23,14,19,0.281766, 19.6035, 5.52362,,0.272413, 156.000,0.170109,2020-03-24 14:00:07,831,1,0.281662,0.0739230,,,True,True,True,True,True,True,True
22,1,23,15,20,0.423560, 13.8317, 5.85854,,0.409500, 156.000,0.166398,2020-03-24 14:00:07,884,1,0.423391,0.0796963,,,True,True,True,True,True,True,True
23,1,23,16,21,0.818874, 8.40426, 6.88203,,0.791692, 156.000,0.167780,2020-03-24 14:00:07,938,1,0.818398,0.116330,,,True,True,True,True,True,True,True
24,1,23,17,22, 2.28666, 3.70377, 8.46928,, 2.21076, 156.000,0.169946,2020-03-24 14:00:07,993,1, 2.28322,0.301837,,,True,True,True,True,True,True,True
25,1,57,4,16,0.511389, 11.5420, 5.90243,,0.486731, 155.000,0.0899264,2020-03-24 14:00:09,210,1,0.511390,0.000268289,,,True,True,True,True,True,True,True
26,1,57,5,17,0.319303, 16.2550, 5.19027,,0.303907, 155.000,0.0805180,2020-03-24 14:00:09,282,1,0.319196,0.0669284,,,True,True,True,True,True,True,True
27,1,57,6,18,0.226785, 21.3409, 4.83981,,0.215850, 155.000,0.0801482,2020-03-24 14:00:09,357,1,0.226756,0.0260964,,,True,True,True,True,True,True,True
28,1,57,7,19,0.168390, 26.7536, 4.50504,,0.160271, 155.000,0.0965243,2020-03-24 14:00:09,435,1,0.168439,0.0586704,,,True,True,True,True,True,True,True
29,1,57,8,20,0.135536, 32.4396, 4.39672,,0.129001, 155.000,0.0899221,2020-03-24 14:00:09,516,1,0.135469,0.0988124,,,True,True,True,True,True,True,True
30,1,57,9,21,0.114824, 38.3381, 4.40215,,0.109288, 155.000,0.0750312,2020-03-24 14:00:10,600,1,0.114792,0.0568847,,,True,True,True,True,True,True,True
31,1,57,10,22,0.0972473, 44.3810, 4.31593,,0.0925583, 155.000,0.0885928,2020-03-24 14:00:10,647,1,0.0972782,0.0634829,,,True,True,True,True,True,True,True
32,1,57,11,23,0.0842294, 50.4932, 4.25301,,0.0801680, 155.000,0.0835745,2020-03-24 14:00:10,696,1,0.0843116,0.195099,,,True,True,True,True,True,True,True
33,1,57,12,24,0.0746412, 56.5934, 4.22420,,0.0688814, 159.000,0.112077,2020-03-24 14:00:12,747,1,0.0746461,0.0131447,,,True,True,True,True,True,True,True
34,1,57,13,25,0.0663495, 62.5948, 4.15313,,0.0612296, 159.000,0.107954,2020-03-24 14:00:12,799,1,0.0663857,0.109014,,,True,True,True,True,True,True,True
35,1,57,14,26,0.0606771, 68.4065, 4.15071,,0.0559949, 159.000,0.115368,2020-03-24 14:00:12,852,1,0.0606820,0.0161877,,,True,True,True,True,True,True,True
36,1,57,15,27,0.0568599, 73.9358, 4.20398,,0.0524722, 159.000,0.110725,2020-03-24 14:00:12,906,1,0.0567710,0.313135,,,True,True,True,True,True,True,True
37,1,57,16,28,0.0529361, 79.0892, 4.18668,,0.0488513, 159.000,0.107878,2020-03-24 14:00:12,961,1,0.0530186,0.310904,,,True,True,True,True,True,True,True
38,1,57,17,29,0.0496828, 83.7758, 4.16221,,0.0458489, 159.000,0.106437,2020-03-24 14:00:12,1017,1,0.0496042,0.316663,,,True,True,True,True,True,True,True
39,1,57,18,30,0.0475936, 87.9092, 4.18392,,0.0439210, 159.000,0.106327,2020-03-24 14:00:12,1073,1,0.0476220,0.119082,,,True,True,True,True,True,True,True
40,1,57,19,31,0.0457310, 91.4105, 4.18029,,0.0422021, 159.000,0.110658,2020-03-24 14:00:12,1129,1,0.0456769,0.236737,,,True,True,True,True,True,True,True
41,1,57,20,32,0.0445246, 94.2106, 4.19469,,0.0424773, 158.000,0.148785,2020-03-24 14:00:15,1185,1,0.0446421,0.526427,,,True,True,True,True,True,True,True
42,1,57,21,33,0.0436286, 96.2531, 4.19939,,0.0416225, 158.000,0.146555,2020-03-24 14:00:15,1241,1,0.0436143,0.0659050,,,True,True,True,True,True,True,True
43,1,57,22,34,0.0432256, 97.4958, 4.21432,,0.0412381, 158.000,0.147921,2020-03-24 14:00:15,1297,1,0.0432511,0.117817,,,True,True,True,True,True,True,True
44,1,57,23,35,0.0431037, 97.9130, 4.22041,,0.0411217, 158.000,0.148340,2020-03-24 14:00:15,1353,1,0.0431378,0.158093,,,True,True,True,True,True,True,True
45,1,57,24,36,0.0431163, 97.4958, 4.20366,,0.0411338, 158.000,0.142705,2020-03-24 14:00:15,1409,1,0.0431470,0.142281,,,True,True,True,True,True,True,True
46,1,57,25,37,0.0436145, 96.2531, 4.19803,,0.0416091, 158.000,0.142757,2020-03-24 14:00:15,1465,1,0.0435517,0.288683,,,True,True,True,True,True,True,True
47,1,57,26,38,0.0441975, 94.2106, 4.16387,,0.0421653, 158.000,0.149886,2020-03-24 14:00:15,1521,1,0.0442639,0.299804,,,True,True,True,True,True,True,True
48,1,57,27,39,0.0454621, 91.4105, 4.15571,,0.0433717, 158.000,0.144103,2020-03-24 14:00:15,1577,1,0.0454286,0.147357,,,True,True,True,True,True,True,True
49,1,57,28,40,0.0474069, 87.9092, 4.16750,,0.0440727, 157.000,0.122979,2020-03-24 14:00:18,1633,1,0.0473484,0.247058,,,True,True,True,True,True,True,True
50,1,57,29,41,0.0498212, 83.7758, 4.17381,,0.0463173, 157.000,0.124575,2020-03-24 14:00:18,1689,1,0.0496802,0.567504,,,True,True,True,True,True,True,True
51,1,57,30,42,0.0531711, 79.0892, 4.20526,,0.0494316, 157.000,0.123403,2020-03-24 14:00:18,1745,1,0.0530857,0.321759,,,True,True,True,True,True,True,True
52,1,57,31,43,0.0566703, 73.9358, 4.18996,,0.0526847, 157.000,0.124514,2020-03-24 14:00:18,1801,1,0.0567049,0.122157,,,True,True,True,True,True,True,True
53,1,57,32,44,0.0609714, 68.4065, 4.17084,,0.0566833, 157.000,0.118377,2020-03-24 14:00:18,1857,1,0.0609876,0.0530321,,,True,True,True,True,True,True,True
54,1,57,33,45,0.0668673, 62.5948, 4.18554,,0.0621646, 157.000,0.123382,2020-03-24 14:00:18,1913,1,0.0668153,0.155857,,,True,True,True,True,True,True,True
55,1,57,34,46,0.0742110, 56.5934, 4.19986,,0.0689918, 157.000,0.121754,2020-03-24 14:00:18,1969,1,0.0742348,0.0640198,,,True,True,True,True,True,True,True
56,1,57,35,47,0.0830640, 50.4932, 4.19417,,0.0772222, 157.000,0.128201,2020-03-24 14:00:18,2025,1,0.0830607,0.00799536,,,True,True,True,True,True,True,True
57,1,57,36,48,0.0960562, 44.3810, 4.26307,,0.0919139, 156.000,0.164828,2020-03-24 14:00:20,2081,1,0.0961671,0.230606,,,True,True,True,True,True,True,True
58,1,57,37,49,0.112676, 38.3381, 4.31978,,0.107817, 156.000,0.163518,2020-03-24 14:00:20,2137,1,0.112744,0.121066,,,True,True,True,True,True,True,True
59,1,57,38,50,0.134596, 32.4396, 4.36624,,0.128792, 156.000,0.163675,2020-03-24 14:00:20,2193,1,0.134564,0.0481995,,,True,True,True,True,True,True,True
60,1,57,39,51,0.169406, 26.7536, 4.53222,,0.162100, 156.000,0.166193,2020-03-24 14:00:20,2249,1,0.169505,0.116867,,,True,True,True,True,True,True,True
61,1,57,40,52,0.222631, 21.3409, 4.75116,,0.213031, 156.000,0.163592,2020-03-24 14:00:20,2305,1,0.222528,0.0923680,,,True,True,True,True,True,True,True
62,1,57,41,53,0.313514, 16.2550, 5.09617,,0.299994, 156.000,0.162270,2020-03-24 14:00:20,2361,1,0.313517,0.00236797,,,True,True,True,True,True,True,True
63,1,57,42,54,0.475797, 11.5420, 5.49163,,0.455279, 156.000,0.163921,2020-03-24 14:00:20,2417,1,0.475764,0.0138632,,,True,True,True,True,True,True,True
64,2,5,1,13, 1.94743, 4.00667, 7.80269,, 1.43335, 187.000,0.0789898,2020-03-24 14:00:23,1,2, 1.95033,0.297296,,,True,True,True,True,True,True,True
65,2,7,1,23, 2.07890, 3.70377, 7.69977,, 1.66652, 184.000, 0.00000,2020-03-24 14:00:25,9,2, 2.08196,0.293696,,,True,True,True,True,True,True,True
