meas,a,b,m,n,r,k,rhoa,ip,v,ctc,stk,datetime,rec_num,rec_fnd,rec_avg,rec_err,rec_ip_avg,rec_ip_err,rec_valid,k_valid,rhoa_valid,v_valid,ctc_valid,stk_valid,valid
1,1,13,2,5, 2.30101, 4.00667, 9.21939,, 1.55060, 237.000,0.261480,2020-02-21 13:55:24,41,1, 2.29826,0.239041,,,True,True,True,True,True,True,True
2,1,13,3,6,0.825458, 9.16298, 7.56366,,0.556258, 237.000,0.254684,2020-02-21 13:55:24,84,1,0.825362,0.0233939,,,True,True,True,True,True,True,True
3,1,13,4,7,0.472720, 14.1372, 6.68292,,0.318555, 237.000,0.261305,2020-02-21 13:55:24,129,1,0.472603,0.0493896,,,True,True,True,True,True,True,True
4,1,13,5,8,0.332363, 17.2480, 5.73258,,0.223972, 237.000,0.258202,2020-02-21 13:55:24,176,1,0.332327,0.0217476,,,True,True,True,True,True,True,True
5,1,13,6,9,0.314517, 17.2480, 5.42477,,0.211946, 237.000,0.260397,2020-02-21 13:55:24,226,1,0.314625,0.0686456,,,True,True,True,True,True,True,True
6,1,13,7,10,0.423429, 14.1372, 5.98608,,0.285339, 237.000,0.259796,2020-02-21 13:55:24,278,1,0.423481,0.0245352,,,True,True,True,True,True,True,True
7,1,13,8,11,0.785589, 9.16298, 7.19834,,0.529391, 237.000,0.257862,2020-02-21 13:55:24,332,1,0.785118,0.120103,,,True,True,True,True,True,True,True
8,1,13,9,12, 2.23458, 4.00667, 8.95322,, 1.50583, 237.000,0.266105,2020-02-21 13:55:25,389,1, 2.22675,0.703515,,,True,True,True,True,True,True,True
9,1,23,2,7, 2.44158, 3.70377, 9.04306,, 1.56667, 233.000,0.524279,2020-02-21 13:55:27,42,1, 2.43833,0.266521,,,True,True,True,True,True,True,True
10,1,23,3,8,0.883629, 8.40426, 7.42625,,0.566990, 233.000,0.518528,2020-02-21 13:55:27,86,1,0.883577,0.0117116,,,True,True,True,True,True,True,True
11,1,23,4,9,0.470579, 13.8317, 6.50889,,0.301952, 233.000,0.517069,2020-02-21 13:55:27,132,1,0.470406,0.0735169,,,True,True,True,True,True,True,True
12,1,23,5,10,0.284767, 19.6035, 5.58244,,0.182724, 233.000,0.516135,2020-02-21 13:55:27,180,1,0.284736,0.0218726,,,True,True,True,True,True,True,True
13,1,23,6,11,0.199597, 25.2317, 5.03618,,0.128074, 233.000,0.516812,2020-02-21 13:55:27,231,1,0.199582,0.0154708,,,True,True,True,True,True,True,True
14,1,23,7,12,0.153741, 30.1593, 4.63671,,0.0986493, 233.000,0.517084,2020-02-21 13:55:27,284,1,0.153847,0.138109,,,True,True,True,True,True,True,True
